CCV_AUC,SCV_AUC
0.9305,0.86946
0.92382,0.86612
0.92922,0.84726
0.91992,0.86502
0.92422,0.84472
0.92688,0.84774
0.92694,0.84752
0.9241,0.85796
0.9276,0.8278
0.92088,0.86042
