CCV_AUC,SCV_AUC
0.93086,0.85352
0.92542,0.83742
0.9279,0.85448
0.9325,0.86118
0.93112,0.84
0.92756,0.841
0.92298,0.8539
0.92112,0.82706
0.92536,0.85708
0.92512,0.844
