CCV_AUC,SCV_AUC
0.92104,0.85546
0.92974,0.86076
0.9198,0.79954
0.93,0.83576
0.92632,0.82036
0.92836,0.81146
0.92834,0.81144
0.93332,0.8074
0.92588,0.82328
0.91816,0.7973
