CCV_AUC,SCV_AUC
0.9367,0.85528
0.93964,0.88844
0.94174,0.8305
0.94182,0.8891
0.94076,0.8722
0.93278,0.87058
0.9357,0.8689
0.93738,0.888
0.9399,0.8769
0.93692,0.87596
